q1,q2,q3,xe,ye,thetae
0.15,-0.53,-2,8.36,-6.38,-136.36
1.38,-3.05,0,-0.06,-7.06,-95.68
1.32,-1.85,0,13.82,-0.3,-30.37
2.52,-0.02,-1,-10.8,15.25,85.94
1.74,-0.96,1,2.34,18.67,101.99
0.69,-2.27,0,5.27,-9.54,-90.53
2.23,-0.1,1,-15.0,11.55,179.34
0.46,-2.94,-2,-0.86,5.62,-256.69
0.95,-1.07,-1,14.07,-1.44,-64.17
2.4,-0.4,1,-15.0,12.08,171.89
0.7,-2.35,1,10.37,-6.7,-37.24
2.2,-1.01,2,-8.51,11.82,182.77
0.22,-1.39,1,16.46,-6.1,-9.74
1.58,-2.31,-1,4.04,-4.58,-99.12
3.11,-1.92,-1,2.48,8.04,10.89
0.63,-1.01,0,18.66,-1.07,-21.77
0.45,-0.56,0,20.22,1.51,-6.3
0.97,-2.0,0,11.16,-6.23,-59.01
1.56,-1.33,0,13.71,10.19,13.18
1.25,-0.43,1,5.26,18.54,104.28
2.51,-0.05,0,-16.52,12.95,140.95
0.7,-1.38,0,16.24,-4.29,-38.96
1.45,-0.88,-1,13.1,7.81,-24.64
1.77,-0.31,-1,5.66,16.93,26.36
3.04,-0.96,1,-17.36,7.25,176.47
3.03,-2.16,0,2.07,11.48,49.85
0.6,-0.47,0,19.66,5.77,7.45
2.0,-2.97,-1,-1.68,-5.86,-112.87
1.66,-3.1,-1,-5.06,-4.49,-139.8
2.69,-1.25,1,-10.73,14.51,139.8
2.14,-1.36,0,6.18,15.74,44.69
0.96,-1.3,0,17.21,1.07,-19.48
2.09,-1.7,-1,8.74,4.73,-34.95
2.01,-1.5,-1,9.31,6.46,-28.07
1.83,-2.15,-1,6.59,-2.22,-75.63
0.05,-2.6,2,7.15,-7.21,-31.51
0.45,-0.18,-1,18.27,0.24,-41.83
0.92,-1.09,1,15.86,9.55,47.56
3.08,-2.29,-1,4.79,3.94,-12.03
0.76,-1.71,0,13.22,-6.57,-54.43
2.03,-2.07,-1,7.44,-0.04,-59.59
0.88,-0.49,0,17.41,10.72,22.35
2.65,-0.04,1,-18.45,3.69,206.84
0.15,-0.67,1,19.21,0.8,27.5
0.0,-0.91,1,18.27,-4.9,5.16
0.03,-0.01,2,10.96,6.66,115.74
0.82,-0.82,0,18.78,5.12,0.0
3.12,-0.78,1,-18.73,3.8,191.37
1.11,-2.94,0,-0.48,-7.26,-104.85
1.36,-0.45,0,10.06,17.9,52.14
3.09,-1.87,1,-8.82,12.51,127.2
0.71,-2.87,0,-2.47,-7.08,-123.76
1.69,-1.14,0,11.1,14.27,31.51
2.42,-1.35,1,-5.25,16.91,118.6
1.49,-0.06,-1,7.91,16.83,24.64
0.52,-1.85,0,9.41,-10.12,-76.2
1.83,-0.3,-1,4.53,17.3,30.37
1.97,-0.46,1,-7.95,17.57,143.81
3.06,-2.52,-1,5.3,1.06,-26.36
1.54,-2.02,0,12.63,0.53,-27.5
1.74,-0.69,-1,9.3,13.32,2.86
2.37,-0.51,1,-13.74,13.54,163.87
3.02,-2.74,1,1.79,9.49,73.34
2.79,-1.41,-2,0.45,5.22,-35.52
1.78,-2.71,1,9.71,1.73,4.01
2.74,-2.37,-1,5.74,1.14,-36.1
0.01,-0.02,-1,17.72,-5.93,-57.87
2.52,-2.55,-2,-1.8,-2.41,-116.31
3.13,-1.08,1,-17.2,6.93,174.75
0.91,-2.03,2,11.81,4.62,50.42
1.93,-2.31,-1,5.37,-2.92,-79.07
1.4,-1.99,1,13.43,5.79,23.49
2.98,-1.94,0,0.18,13.2,59.59
3.12,-1.72,1,-10.97,11.78,137.51
0.42,-1.5,0,12.99,-9.49,-61.88
0.34,-1.62,0,10.61,-11.08,-73.34
0.0,-0.62,0,18.39,-8.13,-35.52
0.62,-1.37,1,17.6,1.03,14.32
3.06,-1.34,-1,-2.75,12.11,41.25
2.85,-0.32,0,-18.17,10.05,144.96
2.22,-2.4,0,9.54,3.07,-10.31
2.11,-3.03,0,4.89,-5.13,-52.71
2.81,-0.74,-2,-2.99,8.91,4.01
0.68,-0.78,1,16.76,9.19,51.57
2.34,-0.56,1,-12.87,14.35,159.28
1.88,-2.56,-2,-2.95,-0.85,-153.55
2.97,-0.29,0,-19.43,7.43,153.55
0.91,-0.18,1,8.4,17.11,99.12
2.02,-2.24,0,10.62,3.25,-12.61
0.05,-2.19,1,6.14,-11.91,-65.32
0.66,-1.02,1,17.7,6.01,36.67
0.84,-1.89,-1,4.93,-7.07,-117.46
1.07,-2.48,1,10.9,-3.56,-23.49
2.22,-2.77,-1,1.88,-5.08,-88.81
1.07,-0.81,0,16.89,9.74,14.9
3.03,-0.32,0,-19.67,6.64,155.27
2.23,-0.17,0,-10.87,17.89,118.03
1.68,-1.7,-1,9.9,0.85,-58.44
2.37,-2.27,0,8.91,6.28,5.73
1.73,-2.9,0,4.35,-5.98,-67.04
2.54,-1.95,-1,6.47,5.07,-23.49
0.21,-0.84,1,19.03,-0.13,21.2
2.15,-0.61,0,-3.4,19.85,88.24
2.78,-2.97,1,5.15,6.22,46.41
1.08,-0.88,-1,15.04,2.54,-45.84
1.68,-1.5,1,8.79,14.68,67.61
0.4,-2.86,-1,-5.64,0.51,-198.24
1.89,-1.64,1,6.79,15.02,71.62
0.97,-0.41,1,9.96,16.49,89.38
0.67,-1.63,0,13.52,-7.12,-55.0
2.9,-2.76,-1,4.7,-2.65,-49.27
1.67,-0.79,0,8.23,17.76,50.42
0.51,-2.33,1,9.16,-8.48,-46.98
0.83,-2.48,0,3.62,-8.79,-94.54
3.08,-2.11,-1,3.97,6.0,-1.72
2.69,-0.1,0,-18.22,10.39,148.4
0.24,-2.08,1,9.61,-10.3,-48.13
1.31,-2.43,-1,1.2,-5.51,-121.47
1.51,-1.6,1,11.69,11.88,52.14
0.88,-0.54,-1,16.59,3.44,-37.82
0.29,-2.22,-1,-2.6,-6.02,-167.88
0.16,-2.88,0,-5.86,-4.61,-155.84
2.41,-1.82,0,6.42,12.47,33.8
1.84,-1.11,1,2.24,18.33,99.12
2.31,-0.42,0,-9.11,18.47,108.29
1.16,-1.34,1,14.46,10.28,46.98
1.41,-2.89,1,7.96,-3.29,-27.5
1.25,-2.96,-1,-5.12,-3.22,-155.27
2.82,-0.92,-1,-4.55,14.32,51.57
2.94,-2.82,0,7.04,3.08,6.88
1.04,-0.76,1,12.28,14.68,73.34
2.01,-2.86,0,6.26,-4.18,-48.7
0.95,-2.44,0,5.2,-8.26,-85.37
2.89,-1.88,0,0.67,13.6,57.87
2.21,-2.21,-1,6.61,-0.27,-57.3
2.52,-2.63,1,5.67,8.75,50.99
1.91,-1.78,0,11.55,8.42,7.45
0.87,-1.26,-1,12.25,-4.2,-79.64
0.36,-0.26,-1,17.87,-2.32,-51.57
0.95,-1.47,-1,10.5,-4.78,-87.09
0.76,-0.15,-1,17.29,6.17,-22.35
3.09,-2.55,1,-0.77,10.96,88.24
1.66,-2.44,1,11.18,3.58,12.61
0.92,-2.04,-1,3.64,-6.7,-121.47
0.13,-0.15,1,17.84,6.58,56.15
1.47,-3.13,0,-0.54,-6.98,-95.11
2.31,-0.21,0,-11.78,17.26,120.32
1.26,-0.97,0,15.56,10.67,16.62
2.25,-2.11,0,9.47,7.4,8.02
1.97,-1.09,0,6.2,17.24,50.42
0.39,-0.56,-1,16.1,-4.97,-67.04
0.08,-0.58,0,19.26,-6.15,-28.65
1.96,-1.48,1,4.19,16.68,84.8
0.21,-2.45,-2,-0.68,2.2,-242.93
1.56,-0.86,1,4.53,18.45,97.4
0.22,-0.47,0,20.4,-1.94,-14.32
0.83,-2.99,-1,-6.16,-0.53,-181.05
0.95,-0.57,1,11.9,15.16,79.07
0.23,-2.3,-1,-3.52,-5.05,-175.9
1.68,-1.12,-1,11.5,7.7,-25.21
2.62,-2.37,0,7.5,6.95,14.32
1.82,-0.17,-1,3.29,18.0,37.24
0.87,-2.67,1,7.8,-6.49,-45.84
2.41,-0.15,1,-16.61,9.25,186.78
1.22,-0.51,-1,14.42,9.13,-16.62
0.48,-2.75,0,-2.8,-7.48,-130.06
1.51,-2.89,1,8.25,-2.48,-21.77
2.12,-2.61,-1,3.09,-4.3,-85.37
1.59,-2.72,-1,-0.86,-5.27,-122.04
0.7,-0.37,1,13.65,13.58,76.2
2.88,-1.85,1,-6.26,14.09,116.31
3.02,-0.98,-1,-6.57,13.13,59.59
1.88,-1.68,-1,9.61,3.04,-45.84
1.47,-2.9,2,7.58,3.81,32.66
1.23,-0.75,0,14.76,13.06,27.5
0.04,-0.62,-1,12.79,-10.56,-90.53
2.6,-1.0,-1,-0.43,14.56,34.38
0.01,-2.5,-1,-5.15,-1.79,-199.96
1.76,-0.79,-1,9.64,12.44,-1.72
0.48,-2.49,1,6.96,-9.03,-57.87
0.28,-1.25,0,14.64,-9.61,-55.58
1.89,-2.79,0,6.51,-4.32,-51.57
0.98,-1.48,-1,10.54,-4.52,-85.94
2.12,-2.51,0,9.29,0.65,-22.35
1.48,-2.07,2,7.57,9.99,80.79
0.13,-2.49,-2,-0.44,2.55,-249.81
2.49,-0.02,2,-12.73,1.81,256.11
0.78,-2.81,0,-1.23,-7.63,-116.31
0.77,-0.06,1,9.36,16.37,97.98
1.99,-2.36,0,10.2,1.33,-21.2
0.68,-2.38,0,3.64,-9.48,-97.4
2.88,-2.13,0,3.48,11.35,42.97
1.28,-1.85,1,14.26,5.85,24.64
2.35,-1.97,0,8.08,10.17,21.77
1.6,-1.6,-1,10.58,1.11,-57.3
1.57,-0.47,1,-0.35,19.28,120.32
0.28,-2.46,1,5.39,-10.28,-67.61
2.65,-2.16,1,0.57,13.58,85.37
0.31,-0.71,-1,14.3,-7.49,-80.21
2.59,-3.0,-1,1.58,-6.03,-80.79
1.56,-1.89,0,13.32,2.46,-18.91
0.51,-0.69,-1,15.66,-4.31,-67.61
0.69,-2.1,-1,1.31,-7.13,-138.08
2.45,-2.25,-1,6.35,0.83,-45.84
1.12,-0.95,1,12.68,13.93,67.04
2.5,-1.17,-1,2.68,13.26,18.91
0.83,-2.75,0,-0.07,-7.99,-110.01
0.93,-1.75,-1,7.23,-6.29,-104.28
3.08,-1.36,1,-14.41,10.22,155.84
1.6,-0.55,-1,10.27,13.42,2.86
2.54,-0.12,0,-16.28,13.21,138.66
0.08,-2.83,1,-0.74,-9.0,-100.27
2.72,-2.48,-1,5.49,-0.29,-43.54
1.06,-1.36,1,15.46,8.55,40.11
3.05,-1.73,0,-3.5,14.2,75.63
2.95,-2.21,-1,5.06,4.25,-14.9
0.55,-0.79,0,19.57,0.33,-13.75
2.28,-1.04,-1,4.51,13.6,13.75
2.07,-1.09,1,-2.24,18.38,113.45
2.44,-1.67,-1,6.49,7.8,-13.18
0.13,-2.76,1,0.42,-9.51,-93.39
2.97,-3.07,0,7.03,-0.2,-5.73
1.13,-1.53,-1,10.62,-3.29,-80.21
1.59,-2.32,-1,3.97,-4.58,-99.12
1.92,-1.07,1,0.3,18.57,106.0
2.0,-0.83,0,2.55,19.26,67.04
2.23,-3.02,1,7.49,2.02,12.03
2.94,-2.53,-2,-0.57,-2.81,-91.1
0.32,-0.79,1,18.93,2.57,30.37
1.08,-1.8,-1,7.52,-5.36,-98.55
3.12,-0.77,0,-16.84,10.11,134.65
2.86,-1.63,0,-2.04,15.14,70.47
3.11,-3.13,-1,3.67,-5.88,-58.44
0.07,-0.18,0,20.9,-1.05,-6.3
1.32,-3.01,2,7.57,1.97,17.76
0.34,-0.3,0,20.59,2.89,2.29
0.8,-2.2,0,7.26,-8.77,-80.21
2.62,-1.03,-1,-0.39,14.38,33.8
2.91,-2.92,-1,3.91,-4.39,-57.87
1.86,-2.07,-1,7.32,-1.3,-69.33
0.97,-0.7,1,12.78,14.33,72.77
2.79,-2.24,-1,5.7,3.02,-25.78
2.52,-0.36,-1,-6.79,16.31,66.46
2.21,-1.92,-1,7.84,3.06,-40.68
1.01,-2.93,-1,-5.5,-2.19,-167.3
0.53,-2.04,0,6.89,-10.44,-86.52
2.95,-2.54,0,5.97,6.91,23.49
0.28,-0.17,-1,18.09,-2.74,-50.99
0.42,-2.91,-1,-5.75,1.0,-199.96
2.94,-0.7,-1,-8.93,13.51,71.05
1.95,-0.31,1,-9.21,16.85,151.26
1.55,-2.63,1,10.42,0.27,-4.58
2.23,-0.12,0,-11.48,17.55,120.89
0.06,-1.66,-1,0.78,-10.19,-148.97
2.5,-1.38,1,-6.21,16.46,121.47
1.76,-0.28,1,-6.2,18.15,142.09
2.76,-2.73,-2,-2.22,-3.63,-112.87
1.96,-1.54,0,10.13,12.19,24.06
1.5,-0.46,-1,11.03,13.3,2.29
2.03,-0.9,1,-3.83,18.54,122.04
2.43,-2.6,2,-0.2,10.15,104.85
0.68,-2.13,0,7.13,-9.5,-83.08
1.72,-0.88,0,8.3,17.35,48.13
2.21,-3.05,1,7.41,1.52,9.17
2.41,-2.04,1,2.71,14.07,78.5
0.29,-2.58,0,-2.52,-8.53,-131.21
1.45,-1.19,1,9.75,15.41,72.19
1.83,-1.08,1,2.08,18.43,100.27
0.93,-0.42,1,10.72,16.02,86.52
2.63,-1.19,-1,1.14,13.35,25.21
0.75,-1.1,1,17.27,6.61,37.24
1.95,-2.85,-2,-5.04,-0.66,-166.16
1.51,-1.13,1,8.25,16.46,79.07
0.2,-0.36,-2,9.88,-5.54,-123.76
3.1,-0.64,-1,-11.66,11.66,83.65
0.92,-1.5,-1,10.03,-5.27,-90.53
1.57,-0.82,-1,11.91,10.04,-14.32
2.08,-0.34,-1,0.58,17.73,42.4
2.26,-1.01,0,-0.04,18.69,71.62
2.47,-2.69,0,8.18,1.3,-12.61
0.46,-1.44,1,17.17,-2.57,1.15
2.1,-1.86,0,10.06,9.37,13.75
1.38,-2.31,-2,-1.33,-0.21,-167.88
1.31,-1.86,-1,7.92,-3.89,-88.81
2.71,-1.67,2,-9.78,9.67,174.18
2.19,-1.73,-1,8.21,5.21,-30.94
0.38,-3.06,-1,-5.78,3.07,-210.85
0.29,-3.09,-1,-5.42,3.94,-217.72
0.91,-2.73,0,0.84,-8.04,-104.28
0.51,-1.59,1,16.39,-3.32,-4.58
2.51,-0.81,1,-12.88,14.07,154.7
0.91,-1.23,1,16.38,7.73,38.96
2.3,-0.53,1,-12.57,14.62,158.71
0.43,-0.95,-1,12.79,-7.55,-87.09
0.61,-2.02,-1,1.65,-7.58,-138.08
2.05,-0.59,1,-7.89,17.58,140.95
1.29,-0.29,1,2.81,18.98,114.59
2.1,-2.78,0,7.35,-2.76,-38.96
2.37,-2.26,-1,6.35,0.21,-50.99
2.58,-2.54,-1,5.08,-1.73,-55.0
1.36,-1.63,1,13.43,9.65,41.83
1.38,-2.27,-1,3.54,-5.21,-108.29
1.14,-0.29,-1,14.46,10.57,-8.59
0.44,-1.68,-1,4.26,-9.13,-128.34
0.63,-2.97,0,-4.08,-5.93,-134.07
0.86,-2.21,-1,1.18,-6.51,-134.65
0.16,-0.17,1,17.75,6.9,56.72
1.57,-2.87,0,3.75,-6.49,-74.48
1.75,-1.01,0,9.09,16.33,42.4
2.14,-1.26,-2,3.74,4.99,-64.17
2.21,-2.56,-1,3.93,-3.61,-77.35
1.52,-2.27,1,12.26,3.95,14.32
1.22,-1.15,-1,13.57,1.45,-53.29
0.59,-0.72,1,17.27,8.34,49.85
0.22,-1.19,1,17.79,-4.04,1.72
0.65,-1.25,0,17.13,-3.67,-34.38
0.61,-0.26,2,7.39,11.39,134.65
2.11,-0.04,0,-10.3,18.3,118.6
2.16,-0.53,1,-10.41,16.23,150.69
1.23,-0.73,0,14.63,13.31,28.65
0.12,-1.53,-1,2.86,-10.75,-138.08
0.84,-1.6,0,14.82,-4.43,-43.54
2.2,-2.83,1,8.06,4.07,21.2
2.23,-0.44,-1,-0.88,17.34,45.26
2.69,-3.04,1,5.85,4.89,37.24
3.0,-0.13,-1,-15.74,9.55,107.14
0.29,-1.2,-1,8.67,-10.13,-109.43
1.93,-0.27,0,-3.71,20.5,95.11
1.63,-0.03,1,-6.62,17.59,148.97
0.12,-2.58,0,-3.92,-7.98,-140.95
1.21,-1.81,0,14.03,-1.36,-34.38
1.54,-1.23,0,13.55,11.27,17.76
1.63,-1.86,1,11.43,10.26,44.12
1.29,-2.22,1,13.11,1.6,4.01
1.21,-2.46,-1,0.28,-5.54,-128.92
2.99,-1.55,-2,-0.08,4.28,-32.09
2.65,-0.72,0,-11.09,16.41,110.58
2.98,-0.09,0,-20.47,4.61,165.58
0.6,-0.57,0,19.77,4.37,1.72
1.53,-2.97,0,2.11,-6.89,-82.51
2.28,-2.5,0,9.1,2.26,-12.61
1.4,-2.33,1,12.36,1.78,4.01
2.37,-2.05,0,8.27,9.28,18.33
0.88,-1.81,2,12.01,5.92,61.31
0.8,-1.84,1,15.41,-1.3,-2.29
2.48,-0.54,1,-14.91,12.23,168.45
0.83,-2.6,-1,-3.18,-4.24,-158.71
0.84,-3.13,-1,-6.86,0.98,-188.5
2.81,-0.52,1,-18.15,6.51,188.5
2.26,-0.21,1,-14.65,12.25,174.75
1.0,-1.45,0,16.39,-0.2,-25.78
2.04,-1.49,0,8.77,13.56,31.51
1.97,-0.78,1,-4.18,18.65,125.48
2.58,-2.83,1,5.98,6.77,42.97
0.6,-1.87,-1,3.35,-8.09,-130.06
2.97,-1.23,-1,-2.91,12.82,42.4
2.01,-1.39,1,2.38,17.39,92.82
2.74,-1.62,-1,3.56,9.87,6.88
0.82,-2.91,-1,-5.69,-1.32,-177.04
1.51,-0.24,-1,9.25,15.54,15.47
0.33,-3.12,1,-1.47,-6.97,-102.56
3.08,-1.01,1,-17.32,7.08,175.9
0.46,-2.31,0,2.41,-10.35,-106.0
1.99,-2.24,-1,6.14,-1.98,-71.62
0.99,-1.23,0,17.44,2.52,-13.75
2.73,-2.34,0,6.53,8.12,22.35
2.84,-3.06,0,6.98,-0.98,-12.61
0.53,-0.08,-1,18.31,2.92,-31.51
3.02,-0.69,-1,-10.1,12.72,76.2
1.08,-2.9,0,-0.15,-7.39,-104.28
0.79,-0.24,-1,17.2,5.59,-25.78
0.73,-1.25,-1,11.65,-5.8,-87.09
2.91,-0.63,1,-18.3,5.95,187.93
0.34,-1.72,1,14.43,-7.14,-21.77
1.74,-1.53,0,12.51,9.82,12.03
0.37,-2.35,0,0.96,-10.31,-113.45
0.82,-2.17,0,7.84,-8.54,-77.35
1.09,-0.31,-1,15.05,9.6,-12.61
0.37,-0.36,-1,17.37,-3.25,-56.72
0.78,-1.08,1,17.02,7.36,40.11
0.79,-0.52,1,13.75,13.53,72.77
2.13,-1.65,0,8.7,12.4,27.5
2.46,-2.0,-1,6.84,3.92,-30.94
2.52,-0.18,-1,-8.96,15.92,76.78
0.1,-1.66,-1,1.19,-10.15,-146.68
2.14,-2.3,-1,5.93,-1.64,-66.46
1.78,-0.65,2,-5.47,13.26,179.34
1.38,-1.78,0,14.22,1.42,-22.92
0.28,-0.61,-1,15.02,-7.13,-76.2
2.8,-0.78,1,-16.58,9.5,173.03
1.66,-1.85,-1,8.85,-0.85,-68.18
0.9,-0.57,1,12.64,14.55,76.2
2.85,-0.46,0,-16.93,11.57,136.94
2.57,-2.12,-1,6.38,3.17,-31.51
1.28,-0.43,1,4.7,18.69,106.0
1.11,-2.67,-2,-3.21,2.11,-203.97
2.6,-2.73,1,5.46,8.05,49.85
3.12,-2.56,-1,5.27,0.89,-25.21
2.35,-2.86,-1,1.62,-5.42,-86.52
2.25,-2.12,1,5.53,12.68,64.74
0.68,-0.52,1,15.15,11.93,66.46
2.55,-1.97,-1,6.44,4.89,-24.06
0.62,-2.59,0,0.26,-8.83,-112.87
2.7,-2.36,-2,-0.35,-1.65,-95.11
1.63,-2.09,1,11.86,7.48,30.94
2.55,-1.67,1,-3.48,15.97,107.72
0.82,-0.86,1,15.78,10.57,55.0
2.73,-1.72,-1,4.31,8.8,0.57
0.69,-3.07,1,1.66,-7.25,-79.07
0.23,-3.05,1,-1.55,-7.4,-104.28
0.0,-2.2,1,5.42,-12.18,-68.75
0.25,-0.78,1,19.06,1.36,26.93
2.06,-1.33,-1,8.67,8.98,-15.47
1.51,-0.46,0,7.39,19.13,60.16
2.99,-2.55,1,0.33,10.98,82.51
0.83,-2.25,-1,0.52,-6.38,-138.66
2.12,-1.08,0,3.43,18.04,59.59
1.4,-2.59,0,6.39,-6.1,-68.18
2.51,-2.05,-2,0.84,0.24,-88.24
1.37,-0.16,-1,10.71,14.87,12.03
1.1,-3.01,0,-1.48,-6.96,-109.43
1.29,-2.07,-1,5.46,-5.04,-101.99
1.72,-0.53,-1,8.44,14.74,10.89
1.0,-2.3,1,12.34,-2.92,-17.19
2.56,-2.35,0,7.84,6.76,12.03
2.37,-0.75,1,-11.43,15.36,150.11
2.8,-1.09,0,-8.54,16.21,97.98
2.8,-1.92,-1,4.81,6.9,-6.88
0.78,-1.58,-1,8.26,-6.92,-103.13
2.01,-1.25,-1,8.9,9.49,-13.75
2.45,-2.22,0,8.24,7.66,13.18
3.0,-0.13,2,-12.57,-4.05,279.03
1.47,-1.13,1,8.9,16.11,76.78
2.1,-3.05,-1,-2.05,-6.15,-111.73
2.61,-0.89,0,-8.12,17.39,98.55
3.13,-0.76,-1,-10.62,11.82,78.5
0.11,-1.74,-1,0.44,-9.65,-150.69
0.96,-1.51,1,16.29,5.12,25.78
1.71,-2.7,0,6.71,-4.77,-56.72
1.36,-1.13,-1,13.31,3.57,-44.12
3.04,-2.69,1,1.14,9.94,77.35
2.81,-0.13,1,-18.9,1.81,210.85
2.29,-2.1,0,9.14,7.91,10.89
0.18,-1.88,0,5.08,-12.63,-97.4
1.05,-0.28,1,7.12,17.81,101.41
0.82,-2.82,0,-1.05,-7.61,-114.59
1.06,-1.32,1,15.36,9.03,42.4
2.8,-0.56,0,-15.28,13.33,128.34
1.36,-2.98,1,6.82,-4.21,-35.52
0.28,-2.91,-1,-5.56,1.79,-207.98
2.29,-1.99,0,8.76,9.4,17.19
2.21,-2.76,1,8.09,5.0,25.78
0.46,-0.31,1,16.05,10.54,65.89
1.4,-3.01,1,6.65,-4.11,-34.95
1.11,-0.96,-1,14.65,2.06,-48.7
2.04,-1.12,0,5.32,17.38,52.71
0.78,-0.9,0,18.88,3.25,-6.88
2.98,-1.96,0,0.42,13.06,58.44
1.44,-1.12,1,9.29,15.92,75.63
2.13,-0.49,1,-10.34,16.28,151.26
2.47,-1.91,-1,6.78,5.09,-25.21
1.6,-0.78,-1,11.46,10.86,-10.31
2.11,-1.13,1,-2.48,18.24,113.45
2.67,-2.94,-1,2.58,-5.37,-72.77
2.0,-0.07,1,-12.22,14.39,167.88
0.54,-1.76,1,15.24,-4.5,-12.61
0.96,-2.2,1,13.09,-2.55,-13.75
2.02,-3.05,-1,-2.54,-5.97,-116.31
1.48,-0.44,0,7.72,19.04,59.59
1.68,-1.58,-2,3.94,1.03,-108.86
2.53,-0.0,-2,-5.42,11.58,30.37
0.07,-2.15,0,0.16,-11.73,-119.18
1.42,-1.58,0,14.87,4.69,-9.17
2.02,-2.56,2,3.74,9.66,83.65
0.19,-2.26,0,0.17,-10.97,-118.6
1.11,-3.09,-1,-6.58,-1.28,-170.74
0.28,-2.71,1,2.41,-9.57,-81.93
2.42,-2.85,1,7.0,5.48,32.66
3.12,-2.7,1,0.44,9.93,81.36
0.56,-1.03,1,18.21,4.09,30.37
0.32,-1.2,1,18.05,-2.36,6.88
0.62,-1.38,-1,9.45,-7.63,-100.84
2.17,-1.49,0,6.94,14.58,38.96
0.63,-1.52,1,17.02,-0.55,6.3
1.0,-0.51,-1,16.07,5.77,-29.22
1.63,-3.0,0,2.38,-6.73,-78.5
0.43,-1.21,0,16.32,-6.93,-44.69
0.04,-1.72,0,5.47,-13.64,-96.26
1.93,-1.66,0,11.03,10.29,15.47
3.04,-3.0,1,3.57,7.03,59.59
2.99,-1.11,-1,-4.59,13.12,50.42
2.17,-2.32,1,7.59,9.99,48.7
1.91,-0.13,0,-5.24,20.3,101.99
2.39,-2.94,1,7.16,4.17,25.78
2.48,-2.39,2,-2.02,11.01,119.75
2.6,-0.68,1,-15.22,11.72,167.3
2.25,-2.87,0,7.0,-2.69,-35.52
0.0,-1.26,1,15.91,-8.46,-14.9
2.73,-0.72,1,-16.33,10.05,172.46
0.05,-1.98,-1,-2.31,-7.67,-167.88
0.35,-0.78,-1,13.92,-7.45,-81.93
2.39,-1.71,-1,6.97,6.98,-18.33
2.74,-0.54,0,-14.68,14.06,126.05
0.21,-1.53,-1,3.82,-10.45,-132.93
1.29,-2.57,2,9.21,4.64,41.25
1.84,-2.59,-1,2.01,-4.91,-100.27
3.1,-0.6,0,-18.21,8.67,143.24
2.2,-0.46,-1,-0.13,17.28,42.4
2.75,-0.63,0,-13.78,14.61,121.47
2.48,-2.51,1,5.43,9.86,55.58
2.18,-0.51,1,-10.93,15.89,152.98
3.07,-0.81,1,-18.38,5.08,186.78
2.28,-3.1,-1,-1.51,-6.59,-104.28
0.77,-1.1,0,18.27,0.34,-18.91
2.88,-1.21,0,-8.15,15.74,95.68
0.15,-1.23,1,17.2,-5.69,-4.58
0.84,-1.29,-1,11.82,-4.78,-83.08
0.31,-1.41,0,13.02,-10.34,-63.03
2.09,-2.17,1,7.75,11.09,52.71
2.95,-1.57,2,-12.35,6.55,193.66
2.54,-1.82,1,-1.55,15.5,98.55
2.25,-1.06,0,0.81,18.44,68.18
2.89,-0.82,-1,-6.77,14.03,61.31
0.02,-2.06,0,0.67,-12.35,-116.88
1.24,-1.43,1,13.97,10.37,46.41
1.35,-2.59,0,6.08,-6.41,-71.05
1.03,-0.33,2,2.63,13.5,154.7
1.2,-0.89,1,11.01,15.42,75.06
2.73,-3.13,1,5.81,4.03,34.38
1.78,-3.1,0,2.02,-6.71,-75.63
2.69,-1.76,1,-4.57,15.22,110.58
3.02,-3.11,1,4.32,5.75,52.14
0.41,-0.25,0,20.24,5.02,9.17
0.85,-0.23,-1,16.82,6.73,-21.77
2.2,-0.02,0,-12.13,17.14,124.9
2.84,-0.36,1,-18.81,4.06,199.39
1.76,-1.27,1,5.42,17.15,85.37
2.16,-2.35,0,9.86,3.18,-10.89
2.85,-1.9,-1,4.36,7.36,-2.86
0.14,-2.12,-1,-2.76,-6.57,-170.74
2.7,-3.05,0,6.82,-1.81,-20.05
0.62,-2.02,0,8.08,-9.73,-80.21
1.81,-1.01,0,8.1,16.84,45.84
0.48,-2.96,0,-4.84,-5.37,-142.09
2.0,-0.95,0,4.05,18.51,60.16
2.23,-2.12,0,9.63,7.07,6.3
2.72,-2.8,0,7.57,1.75,-4.58
2.47,-2.1,-1,6.7,2.76,-36.1
3.12,-0.99,1,-17.71,6.17,179.34
1.67,-2.21,-1,5.53,-3.63,-88.24
1.54,-2.27,0,10.65,-2.34,-41.83
2.66,-1.68,-1,4.69,8.92,-1.15
0.34,-1.99,0,5.49,-11.62,-94.54
1.94,-2.15,0,11.17,3.61,-12.03
1.41,-0.48,1,2.84,19.07,110.58
2.76,-1.4,0,-3.57,16.3,77.92
1.12,-3.04,0,-1.74,-6.85,-110.01
2.8,-0.89,0,-11.25,15.55,109.43
1.35,-1.93,-1,7.32,-4.01,-90.53
1.47,-0.31,-1,10.41,14.5,9.17
3.07,-1.68,-1,0.75,10.05,22.35
0.84,-2.37,0,5.24,-8.78,-87.66
0.89,-0.67,0,18.07,8.49,12.61
2.79,-2.58,-2,-1.25,-2.96,-102.56
1.57,-2.52,-1,1.49,-5.2,-111.73
1.32,-2.84,1,8.17,-3.69,-29.79
2.2,-2.95,-1,-0.25,-6.0,-100.27
0.42,-3.1,2,5.57,-4.66,-38.96
2.32,-3.09,0,5.28,-4.62,-44.12
2.59,-1.7,0,2.85,14.55,50.99
